LIWC,VADER,corr,pval,n
differ,vader_compound,-0.03784623127529601,2.876136856014902e-113,356910
memory,vader_pos,-0.05073168646848224,4.973254963021478e-202,356910
memory,vader_neg,-0.01605966930139651,8.396274773094643e-22,356910
memory,vader_neu,0.058277710853371203,4.941018593640444e-266,356910
memory,vader_compound,-0.02270048540960667,6.59937720415335e-42,356910
Affect,vader_pos,0.5463649275642507,0.0,356910
Affect,vader_neg,0.18647158288375532,0.0,356910
Affect,vader_neu,-0.6353282288841055,0.0,356910
Affect,vader_compound,0.17076544922599934,0.0,356910
tone_pos,vader_pos,0.6640211827374205,0.0,356910
tone_pos,vader_neg,-0.12772017306586497,0.0,356910
tone_pos,vader_neu,-0.5703618959185275,0.0,356910
tone_pos,vader_compound,0.36662892625848864,0.0,356910
tone_neg,vader_pos,-0.10827031976956841,0.0,356910
tone_neg,vader_neg,0.4872244010290438,0.0,356910
tone_neg,vader_neu,-0.17258615613771022,0.0,356910
tone_neg,vader_compound,-0.27123673024159567,0.0,356910
emotion,vader_pos,0.4278667180443825,0.0,356910
emotion,vader_neg,0.07478562131631417,0.0,356910
emotion,vader_neu,-0.456965210280379,0.0,356910
emotion,vader_compound,0.20724501220825167,0.0,356910
emo_pos,vader_pos,0.4968379303220911,0.0,356910
emo_pos,vader_neg,-0.09690513745447271,0.0,356910
emo_pos,vader_neu,-0.42599481097354575,0.0,356910
emo_pos,vader_compound,0.3172980638336618,0.0,356910
emo_neg,vader_pos,-0.067056615875483,0.0,356910
emo_neg,vader_neg,0.35708781775957094,0.0,356910
emo_neg,vader_neu,-0.1383966593502297,0.0,356910
emo_neg,vader_compound,-0.18544427824748622,0.0,356910
emo_anx,vader_pos,-0.019270358086932518,1.1278518282310949e-30,356910
emo_anx,vader_neg,0.08264070556737854,0.0,356910
emo_anx,vader_neu,-0.028393465794181068,1.4616021013886008e-64,356910
emo_anx,vader_compound,-0.0456984565406481,2.7898933940865858e-164,356910
emo_anger,vader_pos,-0.03396282817894343,1.3994906912061768e-91,356910
emo_anger,vader_neg,0.15012512460473273,0.0,356910
emo_anger,vader_neu,-0.052598938721290484,4.869087552813774e-217,356910
emo_anger,vader_compound,-0.0906302448275664,0.0,356910
emo_sad,vader_pos,-0.03194867961923436,2.967220720692278e-81,356910
emo_sad,vader_neg,0.19724189400940484,0.0,356910
emo_sad,vader_neu,-0.08137378215859753,0.0,356910
emo_sad,vader_compound,-0.09650094973409462,0.0,356910
swear,vader_pos,-0.03341573650132203,1.0306657314702098e-88,356910
swear,vader_neg,0.3681514568100949,0.0,356910
swear,vader_neu,-0.17728152785156637,0.0,356910
swear,vader_compound,-0.18397027649647396,0.0,356910
Social,vader_pos,0.15905406416482368,0.0,356910
Social,vader_neg,0.025776833126121484,1.5847224592056095e-53,356910
Social,vader_neu,-0.16871830429440682,0.0,356910
Social,vader_compound,0.07609449425380066,0.0,356910
socbehav,vader_pos,0.2994221617487797,0.0,356910
socbehav,vader_neg,0.018948402040669634,1.0314493746814838e-29,356910
socbehav,vader_neu,-0.3007723619391913,0.0,356910
socbehav,vader_compound,0.13781977963738307,0.0,356910
prosocial,vader_pos,0.18540129700933894,0.0,356910
prosocial,vader_neg,-0.027086141763919207,6.466385304418291e-59,356910
prosocial,vader_neu,-0.164132951224287,0.0,356910
prosocial,vader_compound,0.08038637435764698,0.0,356910
polite,vader_pos,0.1822159811220675,0.0,356910
polite,vader_neg,-0.04672654965082971,1.137286197298907e-171,356910
polite,vader_neu,-0.1498647839695104,0.0,356910
polite,vader_compound,0.08130030050178623,0.0,356910
conflict,vader_pos,-0.04648908101563376,5.989222267566264e-170,356910
conflict,vader_neg,0.19209078290530568,0.0,356910
conflict,vader_neu,-0.06435970208994593,0.0,356910
conflict,vader_compound,-0.12090103700880858,0.0,356910
moral,vader_pos,-0.018920472341423775,1.2476107377035861e-29,356910
moral,vader_neg,0.12493909602051652,0.0,356910
moral,vader_neu,-0.05282336119843559,7.028666793789079e-219,356910
moral,vader_compound,-0.0664047016248624,0.0,356910
comm,vader_pos,0.08518072071516039,0.0,356910
comm,vader_neg,0.0002567895032980068,0.8780745578212591,356910
comm,vader_neu,-0.08264257134131872,0.0,356910
comm,vader_compound,0.024924456774665434,3.6807848377941654e-50,356910
socrefs,vader_pos,-0.04810615927268169,7.598255193085212e-182,356910
socrefs,vader_neg,0.0015811544513990089,0.3448581700645573,356910
socrefs,vader_neu,0.04568935838835856,3.2377861986178925e-164,356910
socrefs,vader_compound,-0.014928439710086106,4.704920269327559e-19,356910
family,vader_pos,-0.02522335797085968,2.5025773246957875e-51,356910
family,vader_neg,-0.006429346997861249,0.00012251255265442084,356910
family,vader_neu,0.028088783064409772,3.1936297613101136e-63,356910
family,vader_compound,-0.00976373564924176,5.438600511864451e-09,356910
friend,vader_pos,0.024452090848995422,2.414956906840455e-48,356910
friend,vader_neg,0.00327992598067084,0.05005543163575826,356910
friend,vader_neu,-0.025548216261879475,1.299496720898873e-52,356910
friend,vader_compound,0.022802918202336934,2.8585325348435616e-42,356910
female,vader_pos,-0.004227449240679452,0.011551312030504272,356910
female,vader_neg,-0.0042582405608046665,0.010960414992734428,356910
female,vader_neu,0.006517621955609219,9.869341358440468e-05,356910
female,vader_compound,0.010423316638745668,4.747253356050289e-10,356910
male,vader_pos,-0.02328404277944835,5.342795011319507e-44,356910
male,vader_neg,0.0014971097553694768,0.3711079893358341,356910
male,vader_neu,0.021698532676886203,1.9422505064733368e-38,356910
male,vader_compound,-0.010416700205855407,4.868476576245e-10,356910
Culture,vader_pos,-0.03954874615471628,1.6306677327761253e-123,356910
Culture,vader_neg,-0.006401872847624914,0.00013096907627212987,356910
Culture,vader_neu,0.041948106251641984,1.0161576659598951e-138,356910
Culture,vader_compound,-0.02819081358547349,1.1411315267667056e-63,356910
politic,vader_pos,-0.015885439403993954,2.2918865487826894e-21,356910
politic,vader_neg,0.01424759869982214,1.7067155563665282e-17,356910
politic,vader_neu,0.007272677616767589,1.393509926008895e-05,356910
politic,vader_compound,-0.01903027112730664,5.8957974297369125e-30,356910
ethnicity,vader_pos,-0.018708424064425355,5.242210912762995e-29,356910
ethnicity,vader_neg,-0.005690023298899264,0.0006754715663021992,356910
ethnicity,vader_neu,0.02135781864576691,2.7074845371704544e-37,356910
ethnicity,vader_compound,-0.01224558957947678,2.554677492372425e-13,356910
tech,vader_pos,-0.03163483747026937,1.0586129036302828e-79,356910
tech,vader_neg,-0.013249182584603513,2.4598628864765957e-15,356910
tech,vader_neu,0.03818308758969431,2.932334875025841e-115,356910
tech,vader_compound,-0.0186954197157557,5.721669412443644e-29,356910
Lifestyle,vader_pos,0.1227937296563356,0.0,356910
Lifestyle,vader_neg,-0.03157304050016143,2.1311295102211818e-79,356910
Lifestyle,vader_neu,-0.10094507029032226,0.0,356910
Lifestyle,vader_compound,0.0747850649637479,0.0,356910
leisure,vader_pos,0.14369732892590492,0.0,356910
leisure,vader_neg,-0.07279539241495865,0.0,356910
leisure,vader_neu,-0.09771517709159039,0.0,356910
leisure,vader_compound,0.10528952606102922,0.0,356910
home,vader_pos,-0.02896675468635887,4.032247711753785e-67,356910
home,vader_neg,-0.001658035857213182,0.3219102076643588,356910
home,vader_neu,0.028998551033970595,2.898089361743204e-67,356910
home,vader_compound,-0.017256317562523736,6.35071046367275e-25,356910
work,vader_pos,-0.01358605070046024,4.781751813496426e-16,356910
work,vader_neg,-0.01880541339499228,2.7240743690575514e-29,356910
work,vader_neu,0.02386639489211697,3.8717855755863e-46,356910
work,vader_compound,0.0011048693916500222,0.5092099652529011,356910
money,vader_pos,-0.02982047137916652,5.012188816028318e-71,356910
money,vader_neg,-0.000954707678218332,0.5684341849370113,356910
money,vader_neu,0.029425198606774748,3.329108075962232e-69,356910
money,vader_compound,-0.01673364044852439,1.560292465647977e-23,356910
relig,vader_pos,0.039980847476464965,3.468284981985265e-126,356910
relig,vader_neg,0.0842154889305478,0.0,356910
relig,vader_neu,-0.08667910156111058,0.0,356910
relig,vader_compound,-0.01871618484885582,4.975301030403545e-29,356910
Physical,vader_pos,-0.061828943742282,3.1039767976856034e-299,356910
Physical,vader_neg,0.15797229230675028,0.0,356910
Physical,vader_neu,-0.030077036421200288,3.193350846902157e-72,356910
Physical,vader_compound,-0.11657502844118181,0.0,356910
health,vader_pos,-0.0407262563751895,7.278379677067127e-131,356910
health,vader_neg,0.0972013149882823,0.0,356910
health,vader_neu,-0.015910528959199755,1.9846314972407903e-21,356910
health,vader_compound,-0.0696479138846302,0.0,356910
illness,vader_pos,-0.03653124046769237,1.160656190696338e-105,356910
illness,vader_neg,0.10167984757666676,0.0,356910
illness,vader_neu,-0.022522635620607002,2.796021885845389e-41,356910
illness,vader_compound,-0.06309740998891188,1.424698664801e-311,356910
wellness,vader_pos,-0.0029894068650080643,0.0741109908342425,356910
wellness,vader_neg,-0.007626173344129939,5.211843822478128e-06,356910
wellness,vader_neu,0.007237799327010725,1.5319501020514214e-05,356910
wellness,vader_compound,0.0017483397105516856,0.29625907199778706,356910
mental,vader_pos,-0.018411537971232905,3.8084285405255927e-28,356910
mental,vader_neg,0.04118887920647325,8.22667982279886e-134,356910
mental,vader_neu,-0.005624732271657001,0.0007784681108371506,356910
mental,vader_compound,-0.03563261881967971,1.2818886785588348e-100,356910
substances,vader_pos,-0.017626879583151185,6.189238010212345e-26,356910
substances,vader_neg,0.012418991467203232,1.1746821469216441e-13,356910
substances,vader_neu,0.009998342647292355,2.3245510058367896e-09,356910
substances,vader_compound,-0.018798239019514697,2.859552880206754e-29,356910
sexual,vader_pos,0.0006282886859584431,0.707399735990176,356910
sexual,vader_neg,0.017596953899919315,7.483106380830975e-26,356910
sexual,vader_neu,-0.010627100381120382,2.167281921778923e-10,356910
sexual,vader_compound,-0.01777215977789689,2.4515177185536158e-26,356910
food,vader_pos,-0.009240579013467365,3.378437607205938e-08,356910
food,vader_neg,-0.010824590590627365,9.997574473954916e-11,356910
food,vader_neu,0.015112809823568316,1.7297795225567648e-19,356910
food,vader_compound,-0.007633469760324453,5.104806033687404e-06,356910
death,vader_pos,-0.049468581304394105,3.476345439367057e-192,356910
death,vader_neg,0.20619178232475383,0.0,356910
death,vader_neu,-0.06950111113334694,0.0,356910
death,vader_compound,-0.13598696662878004,0.0,356910
need,vader_pos,-0.05106083287706277,1.231490895664401e-204,356910
need,vader_neg,-0.00266714676877862,0.11106990046264238,356910
need,vader_neu,0.05097018042399942,6.455234028937036e-204,356910
need,vader_compound,-0.03011895169368551,2.0319898277934983e-72,356910
want,vader_pos,0.025911020191062346,4.5689753164254057e-54,356910
want,vader_neg,-0.0035616772022943354,0.033352463894919436,356910
want,vader_neu,-0.02306708340698514,3.2478187960100763e-43,356910
want,vader_compound,0.022440602195824902,5.421462139442299e-41,356910
acquire,vader_pos,-0.07176884923439089,0.0,356910
acquire,vader_neg,-0.003306091618482691,0.04825431405709373,356910
acquire,vader_neu,0.07138935505580123,0.0,356910
acquire,vader_compound,-0.03585468471380692,7.468968335524252e-102,356910
lack,vader_pos,0.0028650990942728893,0.08695870892011173,356910
lack,vader_neg,0.00429206631515508,0.010342384973356098,356910
lack,vader_neu,-0.0052190078063879645,0.0018211549522144132,356910
lack,vader_compound,-0.007506354339019861,7.308868744384881e-06,356910
fulfill,vader_pos,-0.01576839153028823,4.472529350752658e-21,356910
fulfill,vader_neg,-0.0013532013788339437,0.41884518063845577,356910
fulfill,vader_neu,0.01603935751323371,9.444263422111131e-22,356910
fulfill,vader_compound,-0.004792214288218432,0.0041969236758885795,356910
fatigue,vader_pos,-0.00373273457941104,0.025746898531452195,356910
fatigue,vader_neg,0.06023095039919766,4.7484595191265594e-284,356910
fatigue,vader_neu,-0.030684473824601665,4.290227838051942e-75,356910
fatigue,vader_compound,-0.020061087123132943,4.204938194277051e-33,356910
reward,vader_pos,0.04140036389228882,3.605991713218019e-135,356910
reward,vader_neg,-0.004618224664001426,0.005797458044193451,356910
reward,vader_neu,-0.03746501499542842,4.913708506004625e-111,356910
reward,vader_compound,0.0311850415289838,1.6710100265953766e-77,356910
risk,vader_pos,0.005666200295315353,0.000711488071111463,356910
risk,vader_neg,0.06560701657019584,0.0,356910
risk,vader_neu,-0.04284792927032711,1.1847868515601516e-144,356910
risk,vader_compound,-0.023121385677680184,2.0705828497436262e-43,356910
curiosity,vader_pos,0.010160996161456402,1.275029469413171e-09,356910
curiosity,vader_neg,-0.002666978658278788,0.11109241835570886,356910
curiosity,vader_neu,-0.008322265285049936,6.628217528489938e-07,356910
curiosity,vader_compound,0.015335857457176224,5.0733974888038925e-20,356910
allure,vader_pos,0.33957599718209164,0.0,356910
allure,vader_neg,-0.09508598421367637,0.0,356910
allure,vader_neu,-0.2747252379035039,0.0,356910
allure,vader_compound,0.21667098552859118,0.0,356910
Perception,vader_pos,-0.02839919579093301,1.3787993373290082e-64,356910
Perception,vader_neg,-0.06271606052983428,7.754723590521476e-308,356910
Perception,vader_neu,0.06321644177372354,9.61555836646e-313,356910
Perception,vader_compound,-0.014231672006421484,1.8526554622075778e-17,356910
attention,vader_pos,-0.050233195534959876,4.0883417425737765e-198,356910
attention,vader_neg,-0.0010921548661795002,0.5140964272193663,356910
attention,vader_neu,0.04927128282993866,1.1385953712644286e-190,356910
attention,vader_compound,-0.01899515379688621,7.496559880161312e-30,356910
motion,vader_pos,-0.10712789458576222,0.0,356910
motion,vader_neg,0.00373143725011033,0.025798396314127163,356910
motion,vader_neu,0.10162670852895822,0.0,356910
motion,vader_compound,-0.06030680893024046,9.220683338190438e-285,356910
space,vader_pos,-0.13081795708599078,0.0,356910
space,vader_neg,-0.04352284949195118,3.4721716485478625e-149,356910
space,vader_neu,0.15147769828395174,0.0,356910
space,vader_compound,-0.06460919992609308,0.0,356910
visual,vader_pos,-0.06436880395918002,0.0,356910
visual,vader_neg,-0.016918716983202818,5.0778788399324756e-24,356910
visual,vader_neu,0.07197324742380234,0.0,356910
visual,vader_compound,-0.025020586554728576,1.5557867014282805e-50,356910
auditory,vader_pos,0.1311772513339246,0.0,356910
auditory,vader_neg,-0.06814613156002049,0.0,356910
auditory,vader_neu,-0.08823666749844732,0.0,356910
auditory,vader_compound,0.09569310362691555,0.0,356910
feeling,vader_pos,0.07418429741144823,0.0,356910
feeling,vader_neg,0.021073838843278302,2.3583217060859408e-36,356910
feeling,vader_neu,-0.08384765028616938,0.0,356910
feeling,vader_compound,-0.012342313288549173,1.6584058710415933e-13,356910
time,vader_pos,-0.10047040127502718,0.0,356910
time,vader_neg,-0.034667107630831744,2.4359543347230065e-95,356910
time,vader_neu,0.11704573441053327,0.0,356910
time,vader_compound,-0.02454523506849953,1.0650199149453101e-48,356910
focuspast,vader_pos,-0.12119470509201265,0.0,356910
focuspast,vader_neg,0.0003551290205139236,0.8319820182694199,356910
focuspast,vader_neu,0.11717332089842002,0.0,356910
focuspast,vader_compound,-0.03806589562741019,1.4524049297592843e-114,356910
focuspresent,vader_pos,-0.09684176789698797,0.0,356910
focuspresent,vader_neg,0.03966398188465684,3.1808984032503537e-124,356910
focuspresent,vader_neu,0.07120606389723888,0.0,356910
focuspresent,vader_compound,-0.07090569911562282,0.0,356910
focusfuture,vader_pos,-0.03445346429053281,3.4291587312313614e-94,356910
focusfuture,vader_neg,0.011889490994463844,1.2186608422094442e-12,356910
focusfuture,vader_neu,0.026597581043414763,7.123031476088968e-57,356910
focusfuture,vader_compound,-0.009308096172759284,2.6832747239777757e-08,356910
Conversation,vader_pos,0.07949623681044468,0.0,356910
Conversation,vader_neg,0.04778825173205553,1.785293707627527e-179,356910
Conversation,vader_neu,-0.10420540185028389,0.0,356910
Conversation,vader_compound,0.008086875997923787,1.3563142932973949e-06,356910
netspeak,vader_pos,0.012414615176294642,1.198098210534864e-13,356910
netspeak,vader_neg,0.04724409917294198,1.877197837719896e-175,356910
netspeak,vader_neu,-0.03892576144858869,1.0327824983129637e-119,356910
netspeak,vader_compound,-0.02100371171040972,4.007044167673963e-36,356910
assent,vader_pos,0.087778506169954,0.0,356910
assent,vader_neg,0.022946856455649187,8.766226342335594e-43,356910
assent,vader_neu,-0.09808306335665318,0.0,356910
assent,vader_compound,0.02244082407724429,5.411778395247362e-41,356910
nonflu,vader_pos,0.0016705115488081638,0.3182826110599713,356910
nonflu,vader_neg,0.021224178578713872,7.524793063611163e-37,356910
nonflu,vader_neu,-0.013705159757745746,2.654156771706851e-16,356910
nonflu,vader_compound,-0.012388482107035425,1.3477821934766893e-13,356910
